library,operation,iter,microseconds
mlkem-native,keygen,595,15.4110
mlkem-native,keygen,596,15.7500
mlkem-native,keygen,597,15.7880
mlkem-native,keygen,598,15.5310
mlkem-native,keygen,599,15.6330
mlkem-native,keygen,600,15.4300
mlkem-native,keygen,601,15.6780
mlkem-native,keygen,602,15.6790
mlkem-native,keygen,603,15.4810
mlkem-native,keygen,604,15.4980
mlkem-native,keygen,605,15.5030
mlkem-native,keygen,606,15.4280
mlkem-native,keygen,607,15.6170
mlkem-native,keygen,608,15.5850
mlkem-native,keygen,609,15.6670
mlkem-native,keygen,610,15.5210
mlkem-native,keygen,611,15.4060
mlkem-native,keygen,612,15.5040
mlkem-native,keygen,613,15.5510
mlkem-native,keygen,614,15.5110
mlkem-native,keygen,615,17.1040
mlkem-native,keygen,616,17.1720
mlkem-native,keygen,617,17.1090
mlkem-native,keygen,618,16.1510
mlkem-native,keygen,619,17.0170
mlkem-native,keygen,620,17.0680
mlkem-native,keygen,621,16.5380
mlkem-native,keygen,622,15.5140
mlkem-native,keygen,623,15.7060
mlkem-native,keygen,624,15.6640
mlkem-native,keygen,625,15.6010
mlkem-native,keygen,626,15.6190
mlkem-native,keygen,627,15.7360
mlkem-native,keygen,628,15.4400
mlkem-native,keygen,629,15.5430
mlkem-native,keygen,630,15.7810
mlkem-native,keygen,631,16.0820
mlkem-native,keygen,632,15.6670
mlkem-native,keygen,633,15.4390
mlkem-native,keygen,634,15.3490
mlkem-native,keygen,635,15.6410
mlkem-native,keygen,636,15.3340
mlkem-native,keygen,637,15.3750
mlkem-native,keygen,638,15.7190
mlkem-native,keygen,639,16.5500
mlkem-native,keygen,640,15.8670
mlkem-native,keygen,641,16.6710
mlkem-native,keygen,642,15.5330
mlkem-native,keygen,643,15.5360
mlkem-native,keygen,644,15.7280
mlkem-native,keygen,645,15.3240
mlkem-native,keygen,646,15.5820
mlkem-native,keygen,647,15.6250
mlkem-native,keygen,648,15.6820
mlkem-native,keygen,649,15.5180
mlkem-native,keygen,650,15.3340
mlkem-native,keygen,651,15.4700
mlkem-native,keygen,652,15.5790
mlkem-native,keygen,653,15.7900
mlkem-native,keygen,654,15.6060
mlkem-native,keygen,655,15.6310
mlkem-native,keygen,656,15.5330
mlkem-native,keygen,657,15.7340
mlkem-native,keygen,658,15.5880
mlkem-native,keygen,659,15.4370
mlkem-native,keygen,660,15.7020
mlkem-native,keygen,661,15.5620
mlkem-native,keygen,662,15.6000
mlkem-native,keygen,663,15.5760
mlkem-native,keygen,664,15.5780
mlkem-native,keygen,665,16.6730
mlkem-native,keygen,666,15.4410
